longitude,latitude,rssi
-95.28701346,29.70720334,-71
-95.28690961,29.707203,-70
-95.28681605,29.70720226,-77
-95.28651574,29.7072053,-81
-95.28643246,29.70720415,-82
-95.28620513,29.70720876,-81
-95.28618455,29.70720958,-77
-95.28608165,29.70722154,-73
-95.28600867,29.70721997,-79
-95.28584403,29.70721872,-83
-95.28530514,29.70722233,-75
-95.28521157,29.70722942,-69
-95.28511801,29.70722867,-68
-95.28461838,29.70722173,-62
-95.28451453,29.7072214,-65
-95.28429748,29.70721776,-70
-95.28376793,29.70722433,-63
-95.28353126,29.70724163,-69
-95.28347523,29.70735701,-75
-95.28347446,29.70751947,-75
-95.28346892,29.70760483,-72
-95.28347368,29.70769761,-59
-95.28346815,29.70778297,-78
-95.28347291,29.70787575,-82
-95.28347766,29.70796853,-74
-95.28347784,29.70815895,-81
-95.28347707,29.70835276,-68
-95.2834801,29.70861139,-79
-95.28347933,29.70878169,-83
-95.28348408,29.70887447,-77
-95.28348807,29.70914538,-77
-95.28349283,29.70923816,-84
-95.28348729,29.70933136,-77
-95.283493,29.70942859,-77
-95.28349794,29.70971179,-76
-95.2835027,29.70980457,-81
-95.28350746,29.70989735,-81
-95.28350287,29.709995,-85
-95.28350763,29.71007994,-82
-95.28351144,29.71016827,-81
-95.28351715,29.71025766,-73
-95.28351637,29.7104358,-77
-95.28352113,29.71052858,-83
-95.28353065,29.71071414,-82
-95.28352512,29.71080733,-87
-95.28353368,29.71098061,-83
-95.2835432,29.71115049,-85
-95.28354796,29.71123544,-79
-95.28354718,29.71142141,-83
-95.28355194,29.71151419,-87
-95.2835567,29.71161481,-90
-95.28356146,29.71170759,-82
-95.28356621,29.71180037,-83
-95.28358465,29.71254005,-84
-95.28358864,29.7128188,-81
-95.28360291,29.71309714,-83
-95.2836069,29.71338373,-86
-95.28361451,29.71353688,-88
-95.28362403,29.7137146,-85
-95.28362533,29.71414691,-84
-95.28362361,29.71431276,-81
-95.28436395,29.71458115,-82
-95.28456346,29.71481291,-83
-95.28456727,29.7148934,-85
-95.28456364,29.71502683,-81
-95.28457488,29.71503871,-85
-95.28456935,29.71512407,-81
-95.28456935,29.71512407,-79
-95.28456935,29.71512407,-83
-95.28456935,29.7151319,-83
-95.28459487,29.71543779,-86
-95.28461926,29.71550962,-90
-95.28467357,29.71555226,-81
-95.2848205,29.71556769,-78
-95.28487196,29.71556563,-87
-95.28497582,29.71556596,-86
-95.28515171,29.71556341,-82
-95.28520317,29.71556135,-81
-95.28535848,29.71555179,-82
-95.28545205,29.71555254,-84
-95.28550351,29.71555048,-92
-95.28633249,29.7155364,-85
-95.2863849,29.71553879,-85
-95.28668524,29.71552792,-84
-95.28779398,29.71550378,-85
-95.2893397,29.71548458,-88
-95.28962041,29.71548681,-87
-95.28975609,29.71549035,-88
-95.28997411,29.71549844,-85
-95.29028645,29.71531345,-86
-95.29028702,29.71492922,-85
-95.28981517,29.71367559,-89
-95.2893277,29.71368499,-88
-95.28923414,29.71369208,-89
-95.28918268,29.71369414,-85
-95.28902642,29.71369142,-88
-95.28857077,29.7136962,-87
-95.28841451,29.71370131,-85
-95.28833866,29.71363937,-81
-95.28837601,29.7135729,-85
-95.28850579,29.71327312,-85
-95.28845589,29.71190073,-87
-95.28844255,29.71164251,-86
-95.28841207,29.71104558,-82
-95.28840445,29.71090811,-88
-95.28841265,29.71065352,-85
-95.28840865,29.71039827,-87
-95.28839627,29.71016801,-86
-95.28838503,29.71015614,-91
-95.2881857,29.71011482,-86
-95.28806127,29.71012315,-89
-95.28767767,29.71014071,-85
-95.28762622,29.71014277,-86
-95.28728283,29.71013072,-87
-95.28710694,29.71013327,-84
-95.28695068,29.71013838,-84
-95.28642207,29.71014159,-80
-95.28624618,29.71015197,-89
-95.28621435,29.71014876,-83
-95.28619377,29.71014958,-81
-95.28604781,29.71014644,-81
-95.28572595,29.71014585,-82
-95.28560151,29.71014635,-79
-95.28548642,29.71014981,-82
-95.28524783,29.71015038,-82
-95.28513369,29.71015045,-80
-95.28501954,29.71015053,-82
-95.28495685,29.71014855,-87
-95.28478096,29.7101511,-83
-95.28385846,29.71014875,-73
-95.2837546,29.71014841,-83
-95.28364046,29.71014849,-80
-95.283589,29.71015838,-80
-95.28354879,29.71017232,-79
-95.283504,29.71031524,-76
-95.28340508,29.71059811,-84
-95.28323015,29.71061294,-79
-95.28312629,29.71061261,-86
-95.28281567,29.71063172,-80
-95.28277451,29.71063337,-80
-95.2826192,29.71064293,-84
-95.28231888,29.7106538,-82
-95.28222531,29.71065305,-76
-95.28202789,29.71065197,-84
-95.28193433,29.71065905,-78
-95.28165458,29.7106691,-76
-95.28156102,29.71067619,-78
-95.2813636,29.7106751,-78
-95.28116617,29.71066618,-66
-95.28094817,29.71066592,-62
-95.2808687,29.71071391,-71
-95.28085971,29.71112313,-77
-95.28085417,29.71120848,-76
-95.28086083,29.71133367,-81
-95.28086273,29.71136609,-82
-95.2808553,29.7114112,-73
-95.28082728,29.71146496,-81
-95.28064871,29.7116289,-84
-95.28046918,29.71176488,-67
-95.28030929,29.71187208,-72
-95.28020733,29.71191199,-72
-95.28010443,29.71192394,-77
-95.27988737,29.71193597,-76
-95.27968061,29.71193974,-85
-95.27957675,29.71193941,-81
-95.27917161,29.71195331,-74
-95.27906871,29.71195743,-85
-95.27832208,29.711976,-86
-95.2783015,29.71197682,-84
-95.27827996,29.71196536,-87
-95.27824719,29.71193418,-86
-95.27822471,29.71190259,-81
-95.27820127,29.71185088,-81
-95.2781039,29.71177747,-79
-95.27803092,29.71176807,-73
-95.27757813,29.71180183,-83
-95.27792057,29.71180945,-80
-95.27795145,29.71180822,-82
-95.27795145,29.71180822,-83
-95.27795145,29.71180822,-82
-95.27795145,29.71180822,-82
-95.27797203,29.7118074,-77
-95.27803377,29.71181276,-79
-95.27812734,29.71181351,-75
-95.27814792,29.71181269,-81
-95.27814792,29.71181269,-80
-95.27814887,29.71181714,-80
-95.27814887,29.71181714,-80
-95.27814887,29.71181714,-76
-95.27815916,29.71181673,-81
-95.27820206,29.71163357,-82
-95.27817197,29.71145667,-84
-95.27816722,29.71137172,-84
-95.27816246,29.71128678,-81
-95.27815866,29.71120628,-87
-95.27815391,29.71112134,-77
-95.2781406,29.71087879,-80
-95.27813584,29.71079385,-79
-95.27812158,29.71052334,-77
-95.27814088,29.71011371,-73
-95.27814452,29.70999595,-78
-95.27813881,29.70989088,-73
-95.27813865,29.70969262,-73
-95.27814418,29.70959943,-77
-95.27813468,29.70941387,-67
-95.27813546,29.70923573,-72
-95.27814178,29.7089644,-70
-95.27814827,29.7088835,-68
-95.2782184,29.70883254,-65
-95.27840553,29.7088262,-61
-95.27849909,29.70882695,-61
-95.2785917,29.70882325,-72
-95.27877883,29.70881692,-60
-95.27888173,29.7088128,-66
-95.27936079,29.70881276,-61
-95.2795685,29.70881343,-57
-95.27967331,29.70881822,-60
-95.2800045,29.70880613,-56
-95.28009806,29.70879904,-58
-95.28020192,29.70879938,-55
-95.28030577,29.70879971,-61
-95.28040962,29.70879222,-58
-95.28050319,29.70878513,-68
-95.2807614,29.70877146,-68
-95.28079227,29.70876239,-64
-95.28083896,29.70866755,-57
-95.28084545,29.70860232,-57
-95.28084164,29.70852966,-58
-95.28084528,29.70840406,-59
-95.28083767,29.70826658,-68
-95.2808451,29.70819796,-62
-95.28081787,29.7080971,-56
-95.28077385,29.70805405,-62
-95.28054271,29.70802517,-59
-95.28041828,29.70803349,-66
-95.28037712,29.70803514,-47
-95.28015912,29.70804271,-49
-95.27983727,29.70804994,-44
-95.27970255,29.70805084,-42
-95.27960994,29.70805454,-40
-95.27955753,29.70805215,-46
-95.2794331,29.70805263,-41
-95.27938165,29.70806253,-50
-95.27929838,29.70806136,-50
-95.2791646,29.70806671,-56
-95.27908133,29.70806555,-50
-95.27888391,29.70806446,-51
-95.2787389,29.70807361,-51
-95.27849003,29.70807457,-64
-95.27831415,29.70808495,-68
-95.2782,29.70808502,-74
-95.27818971,29.70808543,-73
-95.27815884,29.70808667,-71
-95.27808681,29.70809738,-74
-95.27802697,29.70814793,-74
-95.27798866,29.70821778,-78
-95.27799341,29.70830273,-79
-95.2779928,29.70867912,-78
-95.27798726,29.70878015,-74
-95.27798474,29.7091163,-67
-95.27797825,29.70918937,-67
-95.27770231,29.70926422,-73
-95.277604,29.70916286,-78
-95.27751502,29.70905663,-82
-95.27744948,29.70899427,-81
-95.2774167,29.7089631,-83
-95.27731839,29.70886173,-82
-95.27725189,29.70878709,-83
-95.27721912,29.70875591,-81
-95.2771311,29.70865413,-80
-95.2770646,29.70857949,-79
-95.27693351,29.70844695,-73
-95.27686702,29.7083723,-73
-95.27673498,29.70823531,-77
-95.27666944,29.70816512,-76
-95.2765374,29.70802028,-78
-95.27647091,29.70794564,-76
-95.2762518,29.70771915,-74
-95.27621808,29.70767569,-74
-95.27604298,29.70749225,-74
-95.27601021,29.70745324,-72
-95.27569089,29.70710864,-89
-95.27558134,29.70698756,-81
-95.27547178,29.70686648,-84
-95.275395,29.70679225,-82
-95.27536128,29.70674879,-82
-95.27524144,29.70662812,-85
-95.27470302,29.70604136,-86
-95.27465901,29.7059983,-87
-95.27441838,29.70576034,-84
-95.27427986,29.70568858,-83
-95.27400582,29.70580367,-82
-95.27388614,29.70589693,-86
-95.27346536,29.70620269,-86
-95.2734158,29.70624499,-89
-95.27248256,29.70687247,-89
-95.27236287,29.70695789,-91
-95.27229464,29.7070491,-90
-95.27299881,29.70661556,-87
-95.27377865,29.70605354,-85
-95.27388804,29.70596852,-84
-95.27399838,29.70588796,-80
-95.27415923,29.70576955,-88
-95.27422097,29.70575141,-82
-95.27423126,29.705751,-81
-95.27423126,29.705751,-82
-95.27423126,29.705751,-83
-95.27423126,29.705751,-83
-95.27423126,29.70574317,-83
-95.27423126,29.70574317,-83
-95.27423126,29.70574317,-84
-95.27431643,29.70576891,-83
-95.27444846,29.70589807,-88
-95.27474529,29.70621108,-88
-95.27532962,29.70685763,-82
-95.27558245,29.70712759,-76
-95.27566018,29.70721411,-73
-95.27570324,29.70725271,-69
-95.27588958,29.70744802,-73
-95.2759233,29.70748365,-80
-95.27595148,29.70763598,-76
-95.2757756,29.70765419,-71
-95.27562029,29.7076559,-76
-95.2754547,29.70766586,-78
-95.27535085,29.70766552,-79
-95.27528911,29.70766799,-82
-95.27512351,29.70767011,-80
-95.27500937,29.70767018,-79
-95.27495792,29.70767224,-82
-95.27479232,29.70767436,-78
-95.27468847,29.70767402,-82
-95.27463702,29.70767608,-86
-95.27414023,29.70768245,-87
-95.27360134,29.70767817,-81
-95.27344033,29.70879127,-87
-95.27496506,29.70962433,-85
-95.27645449,29.70952239,-87
-95.27655739,29.70951044,-85
-95.27667154,29.70951037,-86
-95.2769307,29.70950116,-80
-95.27707572,29.70949986,-84
-95.27716928,29.70950061,-79
-95.27736575,29.70948941,-69
-95.27755288,29.70948308,-68
-95.27771847,29.70947311,-77
-95.2778551,29.70950463,-79
-95.2778551,29.70950463,-78
-95.2778551,29.70951247,-80
-95.27786444,29.7095076,-81
-95.27786444,29.7095076,-80
-95.2778551,29.70950463,-79
-95.2778551,29.70950463,-78
-95.2778551,29.70950463,-78
-95.2778551,29.70950463,-75
-95.2778551,29.70950463,-78
-95.2778551,29.70950463,-77
-95.2778551,29.70950463,-78
-95.2778551,29.70950463,-78
-95.2778551,29.70950463,-78
-95.2778551,29.70950463,-77
-95.2778551,29.70950463,-77
-95.2778551,29.70950463,-76
-95.2778551,29.70950463,-72
-95.2778551,29.70950463,-75
-95.2778551,29.70950463,-75
-95.2778551,29.70950463,-71
-95.2778551,29.70949679,-72
-95.2778551,29.70949679,-74
-95.27784576,29.70950166,-74
-95.27784576,29.70950166,-79
-95.27784576,29.70950166,-74
-95.27800297,29.70953235,-68
-95.27808149,29.7094564,-69
-95.27810934,29.7091887,-75
-95.27811186,29.70884472,-75
-95.27810029,29.70842065,-70
-95.27811611,29.70832705,-65
-95.27812165,29.70823386,-66
-95.27812244,29.70806356,-74
-95.27812892,29.70798265,-69
-95.27811942,29.70780493,-76
-95.27811466,29.70771998,-71
-95.27810689,29.70736857,-66
-95.27810768,29.70719044,-68
-95.27809817,29.70701271,-58
-95.27809342,29.70691993,-58
-95.27809895,29.70683458,-62
-95.27809135,29.70668143,-61
-95.2781409,29.70663912,-56
-95.27821293,29.70662841,-57
-95.27830554,29.70661687,-58
-95.27838786,29.70661358,-58
-95.27848047,29.70660204,-63
-95.27866664,29.70659909,-58
-95.27885377,29.70660059,-49
-95.27895667,29.70659648,-53
-95.27905023,29.70659723,-47
-95.27914379,29.70659798,-42
-95.27923735,29.70659873,-41
-95.27932996,29.70659503,-44
-95.27943382,29.70659536,-41
-95.27953767,29.7065957,-45
-95.27964152,29.70659604,-46
-95.27996336,29.70658881,-46
-95.28007751,29.70658873,-59
-95.28017012,29.70658503,-61
-95.28027397,29.70657753,-51
-95.28046109,29.70657119,-51
-95.28063697,29.70656081,-49
-95.28068842,29.70654309,-49
-95.28071929,29.70653402,-50
-95.28084087,29.706481,-48
-95.28092319,29.70646987,-55
-95.28102609,29.70645792,-49
-95.28112995,29.70645825,-52
-95.28134794,29.70645852,-66
-95.28167912,29.70644641,-62
-95.28190646,29.70644181,-68
-95.2822283,29.70642674,-68
-95.28234149,29.70642221,-61
-95.28244534,29.70642255,-65
-95.28278586,29.70640558,-66
-95.28336496,29.70638805,-67
-95.28341641,29.70637032,-71
-95.28344442,29.70630088,-75
-95.28344062,29.70622822,-68
-95.2834471,29.70615515,-81
-95.28344407,29.70589652,-80
-95.28343931,29.70580374,-79
-95.28343533,29.70551715,-78
-95.28343152,29.70542882,-70
-95.28342772,29.70534833,-71
-95.28341707,29.70494439,-81
-95.28341136,29.70484716,-82
-95.2834066,29.70474654,-80
-95.28340167,29.70444766,-81
-95.28340149,29.7042494,-84
-95.28339578,29.70414434,-87
-95.28339102,29.70405156,-79
-95.28340685,29.70395795,-79
-95.28344973,29.70379829,-76
-95.28344783,29.70376588,-79
-95.28343468,29.7037216,-79
-95.28343088,29.70365677,-78
-95.28343736,29.70358371,-83
-95.28344384,29.7035028,-78
-95.28344938,29.70341745,-79
-95.28345586,29.70333654,-81
-95.28346692,29.70315016,-72
-95.28348275,29.70305655,-78
-95.28349,29.70278968,-79
-95.28348049,29.70261195,-78
-95.28346146,29.70224083,-82
-95.28344415,29.70171953,-77
-95.28345064,29.70163079,-76
-95.28344112,29.70145307,-85
-95.28352498,29.70106999,-82
-95.2836073,29.7010667,-85
-95.28376069,29.70103256,-89
-95.28394685,29.70102177,-81
-95.2840507,29.70102994,-82
-95.28426773,29.70102575,-85
-95.28447447,29.70100629,-84
-95.28469055,29.70097414,-86
-95.28535841,29.70084105,-80
-95.28545101,29.70082168,-89
-95.28558382,29.70078836,-84
-95.28563527,29.70077847,-88
-95.28572692,29.7007468,-85
-95.28621891,29.7006241,-90
-95.28692602,29.70045695,-86
-95.28709065,29.70043469,-83
-95.28798677,29.70030927,-84
-95.28809061,29.70030176,-89
-95.28850409,29.70027068,-90
-95.28859669,29.70026697,-84
-95.28935543,29.70025682,-90
-95.29108937,29.70065573,-86
-95.29127,29.70073812,-88
-95.29132336,29.70076063,-87
-95.29162384,29.700948,-84
-95.29258058,29.70159638,-87
-95.29381764,29.70284513,-84
-95.29412958,29.70322696,-88
-95.29424944,29.70333194,-90
-95.29424944,29.70333977,-86
-95.29425135,29.70337218,-84
-95.29400174,29.70356699,-85
-95.29381938,29.70365829,-82
-95.2937184,29.70370266,-84
-95.29366695,29.70371256,-84
-95.29335921,29.70378423,-81
-95.29321421,29.70380123,-83
-95.29279976,29.70381221,-87
-95.29251909,29.70380215,-84
-95.29224965,29.70380397,-82
-95.29211588,29.70380933,-87
-95.29202233,29.70380859,-84
-95.29186703,29.70380249,-85
-95.29162941,29.70382319,-83
-95.29158826,29.70383267,-81
-95.2913394,29.7038415,-81
-95.29038913,29.70412257,-83
-95.29033864,29.70415259,-86
-95.29008807,29.70431943,-79
-95.29003852,29.70436173,-84
-95.2898011,29.70458069,-88
-95.28970011,29.70464073,-80
-95.2894846,29.70426516,-92
-95.28930205,29.70411118,-88
-95.28907472,29.70412363,-86
-95.28882701,29.70435867,-82
-95.28870829,29.70448774,-82
-95.28847086,29.70473804,-77
-95.28844095,29.70476723,-75
-95.2882483,29.70485894,-73
-95.28806308,29.70488986,-73
-95.28799201,29.70492071,-79
-95.28796209,29.7049499,-67
-95.28793331,29.70518181,-77
-95.28794646,29.70523393,-74
-95.28796532,29.70539112,-80
-95.28798323,29.70553602,-76
-95.28801143,29.70567267,-76
-95.28802648,29.70576504,-75
-95.28808764,29.70615464,-79
-95.28810174,29.70622688,-78
-95.28812803,29.70633113,-70
-95.28812899,29.70635125,-77
-95.28814023,29.70636312,-79
-95.28813928,29.70635867,-79
-95.28813928,29.70635867,-78
-95.2882254,29.7064202,-73
-95.28826752,29.70643084,-83
-95.28844435,29.70644057,-77
-95.28860994,29.70643843,-79
-95.2887662,29.70643332,-80
-95.28890092,29.70643241,-83
-95.28917131,29.70643505,-81
-95.28957738,29.7064334,-85
-95.28966999,29.70642969,-78
-95.28975231,29.70641072,-84
-95.2899179,29.70639291,-80
-95.29017705,29.70638367,-80
-95.29024908,29.70638078,-79
-95.29035294,29.70638111,-75
-95.29046612,29.70637658,-73
-95.2907449,29.70634639,-79
-95.29101339,29.70630878,-79
-95.29128093,29.70627456,-79
-95.29140441,29.70625394,-81
-95.29153913,29.70623736,-80
-95.29168319,29.70621591,-84
-95.29195358,29.70620288,-73
-95.2921912,29.70618217,-83
-95.29230439,29.70617764,-87
-95.29280307,29.70619577,-84
-95.29318761,29.70621399,-89
-95.29337473,29.70621547,-88
-95.29440391,29.70623144,-89
-95.29443287,29.70622913,-90
-95.29443192,29.70622468,-92
-95.29512419,29.70620256,-85
-95.29520747,29.70619588,-84
-95.29563316,29.70618893,-88
-95.29635079,29.70618823,-84
-95.29642377,29.70618196,-89
-95.29667168,29.70616867,-88
-95.29674371,29.70616578,-88
-95.29679515,29.70616372,-89
-95.29705335,29.70615785,-87
-95.29757261,29.70616731,-84
